train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
25874,Small lularoe perfect tee..fits like lrg,1,Women/Tops & Blouses/T-Shirts,LuLaRoe,31,0,Brand new with tags
25879,SAMSUNG GALAXY S8 PLUS CLEAR CASE [rm],1,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Samsung,8,1,"This are clear case for the Samsung s8 plus, new in box. [rm]each"
25881,BBW Wallflower Bundle,1,Home/Home D¨¦cor/Home Fragrance,Bath & Body Works,13,0,"Brand new, refill scents are Pineapple Mango, Japanese Cherry Blossom, A Thousand Wishes, and Cactus Blossom"
25887,Womens miss me skinny jeans size 26,3,"Women/Jeans/Slim, Skinny",Miss Me,30,1,Excellent used condition. Skinny miss me jeans size 26
25897,Lot of 2 wii motion plus controllers.,3,Electronics/Video Games & Consoles/Accessories,Nintendo,16,0,Both controllers clean and working and have battery covers
25899,Red Nike Hoodie,3,Men/Sweats & Hoodies/Hoodie,Nike,15,0,Good condition Small whole on arm ( in picture) Size Large
25902,7c nike soldier,2,Kids/Boys 2T-5T/Shoes,Nike,19,0,No description yet
25903,Egyptian Print high low Cardigan,2,Women/Sweaters/Cardigan,FOREVER 21,12,0,Super stretchy
25904,iPhone 5s (VERIZON),3,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Apple,69,0,This iphone is a 5s. 16GB It is cracked. The screen works perfectly well. It is wiped free from my icloud and everything else. It will not come with a box. You can negotiate price with me through message or comments. This phone will function perfectly if you want to use it as your own. Also can be used for parts. No water damage.
25908,Old navy grey linen maternity pants,3,Women/Maternity/Pants,Old Navy,10,0,Size medium
25909,Bebe light wash jeans,3,"Women/Jeans/Slim, Skinny",Bebe,23,0,"Destroyed light wash skinny jeans with zippers at the ankles, size 28 fits a size 5 ,really good condition"
25910,AE socks,2,Women/Athletic Apparel/Socks,American Eagle,7,0,american eagle socks bought online for [rm] never worn-they didn't fit me but i took the tag off so i couldn't return fits like a men's 8-12 BUNDLE AND SAVE?? items purchased Friday-Sunday will be shipped on Monday
25915,American girl doll Nikki,3,Kids/Toys/Dolls & Accessories,American Boy & Girl,80,1,"GOTY 2007, retired. She is a gorgeous doll and only has minor flaws. She has a couple blue stains that are not noticeable at all. Her hair is a little dry in some spots, but is still very curly and bouncy. She will come in only her undies."
25920,Free People Mom Jeans & LF Tee,1,Women/Jeans/Flare,Free People,56,0,Brand new with tags.
25922,Women's timberland boots,1,Women/Shoes/Boots,Timberland,51,0,"Wheat/white timberland women's boot. Brand new, never worn!"
25923,Adidas shoe,3,Women/Shoes/Athletic,Adidas,35,1,No description yet
25930,FREE SHIPPING RED AND CORAL CHOKER,1,Women/Jewelry/Necklaces,Brandy Melville,3,1,Comment any questions! Free shipping does not include tracking! I will cancel the order if you don't have any ratings!
25931,Lilly Pulitzer beverage tote,1,Women/Women's Handbags/Totes & Shoppers,Lilly Pulitzer,14,0,NWT
25932,Free People Intimately Voile Trapeze,3,Women/Dresses/Other,Free People,22,0,Excellent used condition No flaws Authentic brand Ask to bundle for a discount No free ship Shoot me an offer
25942,New Bath Body Works,1,Beauty/Skin Care/Body,Bath & Body Works,10,1,Frosted Coconut Snowball Fine Fragrance Mist Size /8 fl oz Brand New Holiday Traditions
25943,Victoria's Secret PINK Beach Long Sleeve,2,Women/Tops & Blouses/T-Shirts,PINK,14,0,No description yet
25944,"New 3 Pairs of Leggings-Grey,Navy,Black",1,"Women/Athletic Apparel/Pants, Tights, Leggings",Charlotte Russe,16,0,No description yet
25946,Pink Rhinestone Blouse Size 14/16,1,Women/Tops & Blouses/Blouse,Lane Bryant,15,1,Floral Lane Bryant Pink Rhinestone Blouse. Pink with white flowers n Silver Lining. NWT by Lane Bryant [rm] 100% Cotton
25949,Dark Teal Jansport Back Pack,3,Women/Women's Handbags/Backpack Style,Nike,19,0,No description yet
25954,Pandora Vino Charm,3,Women/Jewelry/Bracelets,PANDORA,23,1,"Authenticity markings are in picture 3 and 4, they're very hard to see without a magnifying glass and I tried my best to show you the markings. Together they say S925 ALE Very cute charm and has grapes on it as well as a cup/chalice Thanks for looking and happy shopping Please also check out my other listings :) I also have Pandora and other branded charms listed"
25955,Rae Dunn Cake,1,Home/Kitchen & Dining/Bakeware,Rae Dunn,49,0,"New, unused condition Rae Dunn CAKE Ask me about bundling. Will create a custom listing for you. Will be paper wrapped, bubble wrapped and shipped with utmost care. I've never had an item arrive broken. Can provide screen shots of happy Dunnies! RAE DUNN is handmade which makes any item in the collection unique. Brand new. Never used. Buyer pays shipping, no exceptions. Price is FIRM!"
25956,Duke nike therma-fit sweatshirt,2,Men/Sweats & Hoodies/Hoodie,Nike,18,0,Great condition Grew out of it
25960,SOLDLululemon Striped Speed Shorts,3,Women/Athletic Apparel/Shorts,Lululemon,39,0,"Excellent condition, no rips or stains size 6"
25967,American Eagle Highrise shorts!,3,Women/Athletic Apparel/Shorts,American Eagle,14,0,No description yet
25972,Miss Me Jeans,3,Women/Jeans/Boot Cut,Miss Me,20,1,Minimal wear at bottom. In great condition otherwise.
25973,Kate Spade Tote Purse,3,Women/Women's Handbags/Shoulder Bag,kate spade new york,95,1,Authentic beautiful lavender color like new no stains smoke free home.
25974,Mossimo Denim Jacket,2,Women/Coats & Jackets/Jean Jacket,Mossimo,17,1,No description yet
25976,Cleveland browns throwback mini helmet.,1,Sports & Outdoors/Fan Shop/NFL,Riddell,12,1,Never opened. Packaging completely intact.
25977,Vans atwood men's shoes sz 9,3,Men/Shoes/Athletic,VANS,24,0,Color red/white . Condition good. Men's shoes size 9
25980,Lularoe Large Carly,2,Women/Dresses/Knee-Length,LuLaRoe,38,1,Bnwot size large pink Carly
25982,Mulled Wine Lipsense,1,Beauty/Makeup/Lips,SeneGence,20,1,Brand new never opened. Color only. Gloss is additional [rm]
25986,Call of Duty Black Ops 3 Xbox One,2,Electronics/Video Games & Consoles/Games,Xbox,25,1,Case is in like new condition and disk is flawless. Nuketown has been used
25992,Boys Nike slider sandals,2,Kids/Boys (4+)/Shoes,Nike,21,0,Like new Boys Nike Slider sandals worn once on vacation- too little this year. Size 5 Youth. Gray and Red in color.
25995,Hot coach purse,2,Women/Women's Handbags/Shoulder Bag,Coach,45,1,This is a very hot coach purse good size to carry what u need in excellent condition from inside and out snap to close no zipper asking 45$ or best offer good luck and plz don't forget to check my other items
26005,FREE SHIP 2 NEW origins face masks,1,Beauty/Skin Care/Face,Origins,11,1,"Brand new never used or swatched. Retexturizing mask with rose clay, drink up intensive overnight mask Free shipping FREE SHIPPING FREE SHIPPING FREE SHIPPING FREE SHIPPING FREE SHIPPING FREE SHIPPING FREE SHIPPING from sephora"
26008,KVD serpentina,3,Beauty/Makeup/Eyes,Kat Von D,55,1,As shown Sold out in stores Retailing [rm]-85 on eBay and surrounding site
26009,Victoria's Secret PINK sports bra M(a-c),1,Women/Athletic Apparel/Sports Bras,PINK,19,0,Victoria's Secret PINK sports bra with lots of push up padding size M(a-c)
26010,Hatchimals,1,Kids/Toys/Electronics for Kids,Spin Master,106,0,New in box pengualas
26011,Bundle for Neva IT Cosmetics Vitality,1,Beauty/Makeup/Face,IT Cosmetics,35,1,"It vitality disc and medium bye bye pores. It Cosmetics vitality face disc blush, bronzer, illuminator or highlight. New in box. Goes beautifully with bye bye foundation. I love it!"
26012,Birkenstock One Strap Sandals,3,Women/Shoes/Sandals,Birkenstock,19,0,Worn . Purchased for about [rm] new. Super cute still ... I'd wear them but they are a size too small now . Obviously worn ... as seen in the soles but when you are wearing them no one can see the soles !
26026,Nike running shorts,3,Women/Athletic Apparel/Shorts,Nike,24,0,Women's Nike running shorts size medium. [rm] for all or can be sold separately!
26031,Baby boy footless sleepers,2,Kids/Boys 0-24 Mos/One-Pieces,Carter's,10,0,New cause my baby never used They're all 0-3 months Brands are Circo & Carters
26033,Forever 21 nautical tank top,1,"Women/Tops & Blouses/Tank, Cami",FOREVER 21,15,1,No description yet
26041,Cream colored Patagonia fleece vest,3,Women/Coats & Jackets/Vest,patagonia,46,0,Very preppy and perfect for fall and winter!
26043,Rae Dunn You've Got This Mug,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,26,0,"Listing includes:Rae Dunn You've Got This Mug-1 Darling Mug -1 This is the exact item you will receive. I find that most of the RD has some minor imperfections. Therefore, I am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase. This is a bundle of multiple listings. You confirm that you have viewed all photos and read all descriptions. Will bundle to save on shipping cost Home Decor Coffee and Tea"
26045,Retro Swim,1,Women/Swimwear/One-Piece,Betsey Johnson,27,0,Betsey Johnson one piece bathing suit. Mint & black polka dot. Fits true to size. NWT! Purchased from ModCloth.
26046,New stay free pads feminine hygiene,1,Other/Daily & Travel items/Personal Care,Stayfree,16,0,Brand new in package Stay free brand pads Includes all 5 packages 2x super 24 count 3x super long with wings 16 count
26049,Birkenstock birkis,5,Women/Shoes/Sandals,Birkenstock,12,0,Poor quality. Shoot me an offer
26055,Creme-to-powder -ivory 1&3,1,Beauty/Makeup/Face,Mary Kay,24,0,No description yet
26058,Abercrombie kids size small hoodie,3,Kids/Girls (4+)/Tops & T-Shirts,Abercrombie & Fitch,12,1,Very good condition Abercrombie & Fitch hoodie Red/white Great Christmas gift
26060,Fitbit Charge,3,Sports & Outdoors/Exercise/Fitness technology,Fitbit,20,1,"Fitbit charge, missing the charger"
26061,Nike Elite Backpack,3,"Men/Men's Accessories/Backpacks, Bags & Briefcases",Nike,39,0,Excellent condition color is Volt/blue...thermal compartment & storage to were rate clothing or sporting gear in the bottom compartment ...over all it look amazing except one tiny less than 1/2 inch test that's barely noticeable on the flap. Great buy these retail for [rm]
26063,Real suede and fur coat,3,Women/Coats & Jackets/Other,Vintage,40,1,"This is a vintage suede and fur coat. I inherited it, but I don't plan on wearing it. This is real leather suede and fur. The coat is heavy, and sturdy, and beautifully made. The coat is fully fur trimmed, including the hood and sleeves. The coat does have pockets as well. It is a size small, and fits me. I am 5'8"", 135 pounds, slim frame, 32 B. This coat hits mid thigh in length."
26064,Under Armour Girls Shorts Size Medium,2,Women/Athletic Apparel/Shorts,Under Armour,10,0,No description yet
26065,ZARA WOMENS ORANGE DRESS,2,"Women/Dresses/Above Knee, Mini",ZARA,15,1,Super beautiful Size medium Will fit size 6 Deep red orange color Lace detailing Good dress for holiday season
26066,Kat Von D Bow N Arrow Liquid Lipstick,2,Beauty/Makeup/Lips,Kat Von D,14,0,Used twice! Full size in bow n arrow.
26069,Vera Bradley Purse,1,Vintage & Collectibles/Bags and Purses/Purse,Vera Bradley,41,0,"Mandy purse in Marrakesh. Retired pattern. Blues, orange and white. Brand new with tags. Curved yoke, double-quilted handles and channel stitching Recessed zipper closure Removable base Six slip pockets line interior Front slip pocket Dimensions 12"" W x 9?"" H x 4?"" D with 11"" strap drop Care Tips Machine wash cool, gentle cycle. Do not bleach. Line dry."
26073,Speck iPhone 6s cases,3,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Apple,8,1,2 cases for iPhone 6/6s 1 speck case with anti slip grip 1 bumper case 2 good condition cases
26086,Jacket,3,Women/Athletic Apparel/Jackets,Adidas,16,0,Read and black jacket
26087,Time Splitters Xbox Video Game,3,Electronics/Video Games & Consoles/Games,Xbox,7,0,Gently used. No scratches. Will bundle if you ask.
26088,Womens XL under armour zip up,3,Women/Athletic Apparel/Jackets,Under Armour,25,1,I only wore this once and paid [rm] for it. Womens XL. Looks brand new. Semi fitted. 88% polyester 12% spandex
26090,Like new Nike pro combat drifit,2,Women/Athletic Apparel/Shorts,Nike,16,0,Compression spandex shorts Size large worn once No free shipping
26091,Women's black Cardy Uggs,3,Women/Shoes/Boots,UGG Australia,35,1,Women's sz 9 ( but fit a 8 or 8.5 as well) black Cardy Uggs in excellent used condition.
26094,Victoria secret swim top Medium,2,Women/Swimwear/Two-Piece,Victoria's Secret,20,1,No description yet
26104,Reebok crossfit shorts,2,Women/Athletic Apparel/Shorts,Reebok,24,0,"Women's size small Reebok crossfit shorts with built in liner. Originally [rm]. Very comfortable, perfect for crossfit or running. Like new."
26107,UGGS Classic Short brown size 7. New!,1,Women/Shoes/Boots,UGG Australia,105,0,Uggs Classic Short size 7 in brown. Never worn. Very comfortable!
26108,Air Jordan 4 Thunders 6.5,2,Men/Shoes/Athletic,Air Jordan,150,1,Nike air Jordan 4. Size 6.5
26111,VS LACE UNDIES,1,Women/Underwear/Panties,Victoria's Secret,10,0,NWT
26112,Black Victoria's Secret V-Neck,2,Women/Tops & Blouses/T-Shirts,PINK,14,0,Wore maybe twice. Price is firm.
26113,Lularoe Perfect T Sz XL Black Print BNWT,1,Women/Tops & Blouses/Knit Top,LuLaRoe,28,1,Lularoe Brand New Stock Lularoe Perfect T Shirt Size X Large . BNWT Black Background with Tiny print cute colors! Put with your white capris or shorts !! Think jeans for fall too!! Awesome Print 48% Cotton 48% modal 4% spandex Modal - rayon Soft & Comfy Cotton Blend with stretch!! Slits on side too!! Wash Cold Hang to Dry Smoke Free Home. Ships Free
26114,Large Nike Pro Leggings,3,"Women/Athletic Apparel/Pants, Tights, Leggings",Nike,15,0,Size large Nike Pro cropped leggings. Some pilling on the INSIDE of the band only. Otherwise good condition
26116,Authentic Triangl Bikini Set ON HOLD,3,Women/Swimwear/Two-Piece,Triangl,24,0,i've worn it once bc i got the wrong size of top awesome condition
26120,Kingdom Hearts Game Boy **No Game**,4,Electronics/Video Games & Consoles/Games,Nintendo,10,1,Box only. The box looks decent for its age. No tearing at all.
26121,Timberland sparkle edition size 7,3,Women/Shoes/Boots,Timberland,74,0,"Size 7 women, beautiful white leather timberlands . As you can see they have beautiful sparkle white fur around them . They are in great condition . They are too small on me . I wore them no more than twice . They are very rare and beautiful . No visible signs of wear or tear"
26124,Apple Wireless Keyboard,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Apple,31,0,Works great! Just don't use it anymore.
26131,Melt love sick,2,Beauty/Makeup/Eyes,Sephora,22,0,Melt Lovesick This is just the one eyeshadow in the color love sick. This is brand new and has never been touched. This is sold out online New in box Make an offer
26132,Jovani Dress,1,Women/Dresses/Knee-Length,Jovani,131,0,Cute dress worn once
26134,Micheal Kors tank top,3,"Women/Tops & Blouses/Tank, Cami",Michael Kors,8,0,Micheal Kors tank top size 8 in excellent condition. Only used twice. Fits like a medium.
26135,Free Shipping Tiffany Blue VANS!!!,2,Women/Shoes/Fashion Sneakers,VANS,16,1,Will clean thoroughly before sending. Men's 7.5 Women's 9
26143,Lularoe Milkshake tc leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,55,1,BNWOT black and brown milkshakes tc leggings
26147,NWT Wildfox Unicorn Hoodie,1,Women/Tops & Blouses/Other,Wildfox Couture,106,0,"Wildfox Couture Guess What I Am Pt. 2 Cuddles Unicorn Hoodie ok, yer magical and mythical...so obviously yer a unicorn! DUH the horn gave ya away, bae. This adorable pullover sweatshirt is constructed from an extra soft luxurious material that perfectly hangs off ya with a relaxed fit, featurin¡¯ a graphic that reads, ¡°I¡¯m a unicorn¡± with ears & a horn attached to the hood, complete with a pouch pocket. Materials: 70% Cotton, 30% Polyester"
26149,Arden B Beaded Silk Cashmere Sweater,2,Women/Sweaters/Crewneck,Arden B,31,0,"Arden B Beautiful Multi Color Floral Sequin Embellished Green Sweater 55% Silk 35% Viscose 10% Cashmere Knit Long Sleeve Crew Neck Style Sz. M GENTLY PRE-OWNED EXC! FREE SHIPPING ONLY WHEN INDICATED Please no requests for trades, holds or free shipping. ITEMS MARKED REDUCED/LOWERED/FINAL/SALE OR FIRM ARE AT LOWEST SELLING PRICE. If you're interested in multiple item purchase, message me for savings. **NO ADDITIONAL SAVINGS ON MULTIPLE ITEM PURCHASES IF ALL ITEMS HAVE FREE SHIPPING Low-Ball offers will not be considered Please feel free to ask any questions/comments relevant to item description/details prior to purchase and I thank you for stopping by"
26151,LF Halter Romper,2,"Women/Athletic Apparel/Skirts, Skorts & Dresses",LF,41,0,Size 8 Worn once Washed twice Adorable statement romper. I hope someone can enjoy this as much as I have.
26152,American girl doll,3,Kids/Toys/Dolls & Accessories,American Girl ?,66,0,"American girl doll look alike with brown eyes, straight dark brown hair and bangs. Great quality. Will sell for lower price if offered :)"
26153,Beats By Dre Solo Wired Headphones,2,"Electronics/TV, Audio & Surveillance/Headphones",Beats by Dr. Dre,65,1,"Almost brand new. Mint green colored wired Solo Beats by Dre. No damage,nicks, scratches or tears. A very little discoloration on cord. Comes with headphones, cord/band, and the original beats case that fits both."
26154,Nightmare before Christmas tote,3,Women/Women's Handbags/Totes & Shoppers,Hot Topic,12,0,"Nightmare before Christmas tote. Some wear, but clean. Offers available"
26158,Mens Harley Davidson boots,3,Men/Shoes/Boots,Harley-Davidson,45,1,Size 11 Men's boot Harley Davidson Very nice!
26163,Silky ruffle cream undies,1,Women/Underwear/Panties,Victoria's Secret,7,1,"Brand new with tags , part of a set I needed a large top but not a large bottom so they've never been touched ."
26164,Special Listing bath & body works mini,1,Home/Home D¨¦cor/Home D¨¦cor Accents,Bath & Body Works,6,1,Bath and body works mini
26166,LL Bean Goretex/Thinsulate bean boots 6,3,Women/Shoes/Boots,L.L. Bean,166,0,Excellent condition ¨C run about a size bag ¨C price is firm
26167,3 Animal Crossing Amiibo Cards,2,Electronics/Video Games & Consoles/Video Gaming Merchandise,Nintendo,5,1,"Animal Crossing Amiibo cards, set of 3. Brand new from my collection. #008 Timmy #037 Kabuki #299 Francine Timmy is a special holo card :)"
26168,Tommy Hilfiger puffer sweater S ladies,2,Men/Sweaters/Cardigan,Tommy Hilfiger,30,0,Up for sale is a super cute jacket that looks like a puffer vest with knit long sleeve arms. It measures 34 inches around the chest and 24 inches long. This looks like it may have never been worn
26171,Reserved ABH Modern Renaissance palette,1,Beauty/Makeup/Makeup Palettes,Sephora,29,0,Brand new never used I only opened it so I could take pictures I don't have a receipt because it was a gift but I already have this palette so I'm selling it :) price is firm 100% authentic
26172,Fury flats,2,Women/Shoes/Flats,ASOS,14,0,Super comfy and great condition
26174,O-3 month baby bundle,3,Kids/Girls 0-24 Mos/One-Pieces,Carter's,19,0,Good condition size 0-3 month 3 new receiving blankets 3 long sleeve onesis 3 short sleeve onesis 1 top onesis 1 tutu outfit 1 shirt 1 bottoms 1 sweatshirt 1 bib Added 4 more items photo 4 1 top with bib Baby towel Baby swaddle
26176,GUESS medium wash skinny jeans,2,"Women/Jeans/Slim, Skinny",GUESS,23,1,"Bought this months ago thinking I would fit into it but it's super tight on me :/ ? PERFECT medium wash, kinda faded on some parts of the jeans if you're into that! ? Finally letting it go and hope it finds a great owner! :) *FREE SHIPPING YAY*"
26177,Men's Lulu tank,2,Men/Athletic Apparel/Shirts & Tops,Lululemon,19,0,"Grey, for the life of me I can not fine the size (if anyone has any advice on where to look?) but I'd say it's a Men's Medium, super cute on the inner seam has a cute little motivation phrase."
26179,Grey maxi skirt,1,Women/Skirts/Maxi,Wet Seal,11,0,No description yet
26185,Men's Versace beanie,2,Men/Men's Accessories/Hats,Versace,44,0,¡îPRICE IS FIRM¡îExcellent condition men's one size fits all Versace beanie. Black and tan can definitely be unisex 50% wool 50% acrylic has PLENTY of stretch.
26187,Rae Dunn hubby love wifey tray plates,1,Home/Home D¨¦cor/Home D¨¦cor Accents,Rae Dunn,47,0,Brand new set of 3 Rae Dunn trays: hubby wifey and love. Experienced shipper will package with care.
26188,Laura mericer translucent powder,1,Beauty/Makeup/Face,Laura Mercier,30,1,Retail [rm]+ Authentic Brand new
26189,American eagle slip ons GUC saved,3,Women/Shoes/Loafers & Slip-Ons,American Eagle,11,1,GUC American eagle slip ons grey in color bottoms are like new tops look used due to the special material!
26193,1994 Cut 'n Style Barbie Redhead,1,Kids/Toys/Dolls & Accessories,Barbie,33,0,Cut her hair and magically make it long again! Barbie has red hair.
26196,Bitty Baby with Deluxe Layette set New,1,Kids/Toys/Dolls & Accessories,American Boy & Girl,139,0,"Bitty Baby with blonde hair and blue eyes, purchased new myself. All comes in original box never opened or used. Opened layette set just to take pictures. Boxes do have some fading on them, they came shipped to me this way from American Girl. Purchased for my daughter but then decided to get a red hair doll instead. I would like to sell as a set but would consider separating."
26198,Nike Pro Spandex,3,Women/Athletic Apparel/Shorts,Nike,14,1,"The Nike symbol has a few cracks in it due to being worn and washed. Otherwise, great condition. I cut the tags off because it was uncomfortable."
26206,Ghosts n goblins super famicom,3,Electronics/Video Games & Consoles/Games,Nintendo,15,1,"Plays on retron systems, modded snes, and super Famicom consoles"
26208,TOMS,3,Women/Shoes/Flats,TOMS,18,0,Original TOMS beige color with leopard print. Gently worn but in great condition.
26209,Buxom lip glosses and KVD Pallette,3,Beauty/Makeup/Lips,Kat Von D,22,0,Shades Rebecca and Karen. Great steal! comes with two shades Also KVD pallette!!
26210,Nike dual fusion tr 4 print,1,Women/Shoes/Athletic,Nike,52,0,Brand new in box size 6 womens Price is firm
26211,Brandy Tshirt dress,2,"Women/Dresses/Above Knee, Mini",Brandy Melville,14,0,Striped stretchy tshirt dress from brandy Melville
26213,Used Red Chuck Taylors,4,Men/Shoes/Fashion Sneakers,Converse,14,1,Used Red Chucks size 11. Worn look but still have plenty of life left.
26215,FS lip smacker heart with balm,1,Beauty/Makeup/Lips,Bonne Bell,5,1,NIP 3 balms
26221,Smashbox primer,1,Beauty/Makeup/Face,Smashbox,19,0,New 100 % authentic guaranteed
26228,"Apple Ipad 3rd Gen, like new!!",2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Apple,150,1,"Apple Ipad 3rd Gen, perfect condition! Ipad 3rd Gen 16 GB + 4g. I bought this a while ago but got a laptop soon after, so I've barely used it at all! Will come with a charger and the case if requested. Basically a brand-new ipad from a few years ago! Message me with offers or questions, price is negotiable!!"
26231,LuLaRoe XXS Carly Dress,3,Women/Dresses/Asymmetrical Hem,LuLaRoe,25,1,Free ship. Leggings material!
26233,FREE SHIP!Kate Spade Wallet light damage,3,Women/Women's Accessories/Wallets,Kate Spade,15,1,"Authentic Kate Spade Cream with Black Stripe Vinyl Wallet has teal colored interior 12 credit card slots, an interior zipper five additional large slots for bills, receipts etc. It has some signs of wear ( I have shown them in pictures 3 & 4. The wallet is in great condition otherwise. Price is rated to account for wear."
26238,Super Mario Sunshine!,3,Electronics/Video Games & Consoles/Games,Nintendo,32,1,"Black label Super Mario Sunshine! No manual, but the game works great and is tested. Feel free to message me any questions!"
26240,EOS Lip Balm,1,Beauty/Makeup/Lips,eos,3,1,No description yet
26244,Bra,2,Women/Underwear/Bras,Victoria's Secret,10,1,Super soft and comfy unlined bra. Gray outside and pink inside. This is a perfect tshirt bra. If u like being comfortable this is the bra for you.
26246,Coach,2,Women/Women's Accessories/Wallets,Coach,20,0,Coach mini credit card wallet
26252,Lularoe Leopard Irma,2,Women/Tops & Blouses/Tunic,LuLaRoe,71,0,Perfect slinky-almost leggings material. EUC
26253,Black Chacos,3,Women/Shoes/Sandals,Chaco,67,0,Bought these here but they were small on me! I love them and in great condition! Super cute style and great color!
26255,Blushed Nudes Maybelline Eyeshadow,1,Beauty/Makeup/Makeup Palettes,Maybelline,8,0,Brand new sealed Beautiful natural or glamorous look
26256,Sophia the first and Disney princess,3,Kids/Toys/Dolls & Accessories,Disney Jr.,10,0,Includes Sophia and amber with aurora and Cinderella The Disney princess are smaller the Sophia and amber
26260,Men's Adidas T-shirt Size Large,1,Men/Tops/T-shirts,Adidas,20,1,Brand new never worn with tag men's Adidas t-shirt size large. Fast shipping!
26264,2t baby gap windbreaker / rain jacket,3,Kids/Girls 2T-5T/Coats & Jackets,Gap,15,1,Floral jacker for toddler Tropical print We wore it 1/2x # baby gap patagonia columbia north face carters old navy crazy8 zara kids zara mini floral jacket toddler bomber
26265,"Rae Dunn set of 3 bowls. His,Hers &Mine.",1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,30,0,"Brand New Rae Dunn set of 3 bowls. HTF Will be listing a lot more Rae Dunn. Stay tuned. I am new to this selling app, but not to selling on other websites. 5 star seller. I always package with very delicate care. USPS. Not responsible after items are mailed out."
26266,"Lululemon, no limits tank. Size 6",2,Women/Athletic Apparel/Shirts & Tops,Lululemon,22,0,"Never worn, no bra pads. Size 6"
26275,XL Julia dress Lularoe,3,Women/Dresses/Knee-Length,LuLaRoe,25,1,This is in good condition except for some pilling as shown. This could be removed with a sweater shaver and a gentle hand. Beautiful colors.
26279,Timberland for women size 7 1/2,3,Women/Shoes/Boots,Timberland,49,0,Used Timberland for women size 7 1/2. My daughter used it for at least 3X still in great condition just need cleaning.
26280,Brandy Melville Bethany tank,1,"Women/Tops & Blouses/Tank, Cami",Brandy Melville,12,0,Brandy Melville Bethany tank Brand new with tags
26281,Tshirt Small,3,Women/Tops & Blouses/T-Shirts,PINK,9,0,"Some cracking in the letters, but otherwise good condition. Cleaning out my closet No free shipping"
26282,Valentine 2017 LuLaRoe TC Leggings,2,Women/Jeans/Leggings,LuLaRoe,19,0,A beautiful pair of valentine TC leggings!
26283,?? versace men earrings,1,Women/Jewelry/Earrings,Versace,15,1,Unisex earrings Versace Earrings
26288,Rae Dunn Coffee Canister,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,74,0,Rae Dunn Coffee Canister in Brand New condition. We will pack it securely!
26291,Single wallflower refills and two plugs.,1,Home/Home D¨¦cor/Home Fragrance,Bath & Body Works,29,0,All refills still have plastic on them same goes for plugs. Selling all of its for [rm].
26293,Morphe Cosmetics Bronzed Mocha,1,Beauty/Makeup/Makeup Palettes,Morphe Cosmetics,25,1,"??PLEASE READ?? I do my part and package everything with bubble wrap and extra padding. If your item arrives broken its do to mishandling of USPS. I do not deserve a bad rating because I take the time and package them carefully. If you are worried pay for extra shipping. You will be blocked if you give me a bad rating due to USPS mistake. ??Serious Buyers only ?Don't ask for lower price, free shipping or bundles and have me give it to you and then disappear. If you don't buy within the hour I WILL BLOCK YOU. I buy on here as well and don't waste the time of other sellers. Please show me the same respect! ??About the item: Brand New NEVER USED Limited Edition Bronzed Mocha Morphe Palette Favorite of Laura Lee she has done multiple videos using this palette Look at last picture! I ship way faster...thanks for looking!"
26294,Tarte MEDIUM TAN SAND EXP 8-17,2,Beauty/Makeup/Face,Tarte,15,1,opened item what you see is what you get full no box BUNDLE AND SAVE! 100% AUTHENTIC OR MONEY BACK GUARANTEED item might have some storage wear
26305,Nasty Gal Atomic Vegan Leather Jacket,2,Women/Coats & Jackets/Motorcycle,Nasty Gal,59,0,"Nasty Gal atomic vegan leather jacket NWOT, lost a lot of weight and wasn't able to wear this cute lil jacket! Retails at [rm] online."
26307,Nike Bag Lunch Box Swoosh Insulated New,1,"Men/Men's Accessories/Backpacks, Bags & Briefcases",Nike,19,1,"Brand new with original tags, Nike Lunch box Easy to carry, light weight makes everything a lot more simple for you. Can also be used for other sportive activities. Features? ??Single Top Handle ??Insulated ??Elastic Bottle Strap Inside ??Embroidered Nike Swoosh Logo On Front ??Dimensions: 8.5 H x 10 L x 4 W? About? Model: 9A2217 Made Of: 100% Polyeste TFG ACCESSORIES"
26309,Nike (8c) and converse( 7c),4,Kids/Girls 2T-5T/Shoes,Nike,21,0,Fair condition sneakers.missing soles in air max.nike.converse
26310,"Castlevania / Nintendo 64 , N64",3,Electronics/Video Games & Consoles/Games,Nintendo,13,0,Cartridge Only - Game has been cleaned & tested and work great. Some cartridges may have old blockbuster stickers on them so please see pictures to see exactly what you are getting. Will ship fast and secure with tracking information !! Be sure to check out our other great Cartridge games that are listed and contact us if you would like to bundle some to save on shipping !!!
26314,New Tarte Pure Maracuja Oil 0.6oz,1,Beauty/Skin Care/Body,Tarte,13,1,New Tarte Pure Maracuja Oil 0.6oz
